reviews,a1,a2,a3,engagement,gender,grade
2,0,258.5166667,266.8555556,M,0,1
3,0,270.85,106.3055556,M,0,1
0,0,251.3666667,278.3277778,M,0,0
0,0,55.63333333,129.8333333,H,1,2
0,0,55.63333333,142.3333333,H,1,2
3,0,223.4833333,250.2388889,M,1,0
2,0,216.8,239.9555556,M,1,2
1,0,234.15,134.1055556,M,1,2
1,0,97.36666667,221.9944444,L,0,2
1,0,224.4,253.7277778,M,0,1
1,0,207.5,281.6111111,M,1,0
5,0,215.1,88.98888889,M,1,0
2,0,391.8166667,266.8555556,M,1,0
3,0,270.85,106.3055556,M,0,1
2,0,260.7666667,208.8388889,M,1,1
3,0,270.85,285.3055556,M,1,1
2,0,236.85,253.0333333,M,0,1
2,0,113.7,129.2055556,H,0,1
1,0,62.55,209.95,H,0,2
8,0,230.25,246.2444444,M,0,0
2,0,246.55,261.8444444,M,0,2
0,0,123.5,274.4944444,H,1,1
3,0,270.85,106.3055556,M,0,1
4,0,225.25,242.5555556,M,0,2
1,0,267.4166667,110.4555556,M,1,1
1,0,240.0166667,261.1555556,M,0,2
1,0,53.68333333,93.82222222,H,0,1
3,0,41.48333333,66.20555556,H,0,0
3,0,116.0833333,129.8666667,H,0,1
0,0,128.1833333,238.5111111,H,1,2
0,0,233.65,134.3833333,M,1,0
2,0,237.6166667,247.3944444,M,0,2
9,0,206.6333333,87.55,H,1,1
2,0,246.55,261.8444444,M,0,2
8,0,125.95,141.5388889,H,0,2
2,0,57.31666667,240.2777778,H,0,1
2,0,272.0666667,129.8777778,M,0,1
4,0,69.1,87.71666667,H,0,0
2,0,253.4333333,268.8666667,M,0,0
0,0,55.63333333,94.43333333,H,1,2
3,0,68.55,81.33333333,H,1,0
0,0,104.7833333,134.6666667,H,0,2
5,0,239.4166667,134.4944444,M,1,1
3,0,67.03333333,81.20555556,H,0,1
2,0,209.75,260.7111111,M,1,2
0,0,251.3666667,278.8277778,M,0,0
1,0,79.76666667,136.9,H,1,1
2,0,90.73333333,104.3888889,H,0,0
2,0,259.15,277.4722222,M,0,1
2,0,348.7166667,147.8222222,M,0,1
5,0,215.1,232.8888889,M,1,0
0,0,128.0833333,151.6111111,H,0,2
5,0,123.6666667,129.0166667,H,1,1
2,0,264.7666667,90.08722222,M,1,2
1,0,222.7333333,241.8388889,H,0,2
0,0,210.1333333,274.4944444,M,0,2
1,0,124.55,308.4333333,H,1,2
1,0,235.8833333,258.5777778,M,1,2
3,0,68.55,81.33333333,H,0,0
5,0,212.0166667,110.7722222,M,1,2
1,0,109.2666667,113.8111111,H,1,2
1,0,69.05,89.97777778,H,1,2
0,0,271.3833333,286.4888889,M,0,0
1,0,122.6,134.4944444,H,0,2
4,0,254.45,253.3722222,M,0,1
0,0,106.9666667,258.4944444,H,0,1
2,0,124.25,261.7222222,H,1,0
1,0,245.9666667,231.3277778,M,1,2
2,0,90.73333333,104.3888889,H,0,0
0,0,66.0,66.20555556,H,1,2
2,0,243.2,275.9666667,M,0,0
2,0,57.31666667,240.2777778,H,0,1
0,0,271.2166667,286.0888889,M,1,2
1,0,78.81666667,282.6666667,H,1,0
5,0,67.26666667,80.58333333,H,1,0
5,0,228.65,105.6666667,M,0,1
1,0,81.03333333,68.52777778,H,1,0
3,0,212.1333333,261.8444444,M,1,2
1,0,128.8666667,238.3333333,H,0,2
2,0,229.6333333,245.1777778,M,0,1
2,0,90.73333333,104.3888889,H,0,0
2,0,122.75,274.1277778,H,0,2
2,0,216.8,239.9555556,M,1,2
5,0,84.11666667,222.3888889,H,1,1
0,0,251.3666667,231.7277778,M,0,0
1,0,81.03333333,90.77777778,H,1,2
1,0,128.8666667,251.3333333,H,0,2
4,0,235.4833333,233.4555556,M,1,0
1,0,283.4333333,182.9055556,H,1,0
1,0,103.4333333,111.0777778,M,0,1
1,0,111.8666667,261.8444444,H,0,1
4,0,217.75,132.9555556,M,1,1
0,0,55.63333333,251.3333333,H,1,2
2,0,243.2,309.4166667,M,0,0
1,0,120.0,277.3722222,H,0,1
3,0,223.6333333,226.8722222,M,1,0
6,0,230.2166667,194.4888889,M,0,1
2,0,213.55,242.7888889,M,0,2
0,0,251.3666667,278.3277778,M,0,0
3,0,41.48333333,66.20555556,H,0,0
0,0,123.9666667,111.4888889,H,0,1
2,0,111.8,261.8444444,H,0,2
4,0,88.6,142.55,H,1,2
5,0,228.65,235.45,M,0,1
0,0,207.4166667,288.05,M,0,1
3,0,201.2833333,274.3,M,0,2
2,0,274.5666667,241.4611111,M,0,1
1,0,127.9833333,83.55,H,0,2
1,0,74.25,83.56666667,H,1,2
0,0,212.7333333,134.4833333,H,1,0
3,0,267.6166667,118.8333333,H,1,1
3,0,233.95,194.4888889,M,1,0
2,0,271.0,278.2722222,M,1,0
4,0,211.0833333,241.4111111,M,0,1
0,0,107.6666667,126.7833333,H,0,2
2,0,90.73333333,104.3888889,H,0,0
3,0,79.15,66.20555556,H,0,2
1,0,99.26666667,129.9666667,H,1,0
2,0,248.2,131.0055556,M,0,0
0,0,70.05,69.32777778,H,0,2
2,0,253.4333333,281.5166667,M,1,0
2,0,269.9166667,141.7222222,M,0,2
6,0,235.4166667,249.3722222,M,1,0
2,0,223.1166667,151.7388889,M,0,0
4,0,65.93333333,106.3,H,0,0
2,0,85.88333333,85.34444444,H,0,0
2,0,96.68333333,116.3944444,H,1,1
5,0,220.4666667,151.4111111,M,0,1
1,0,78.81666667,90.06666667,H,0,0
2,0,216.8,239.9555556,M,1,1
1,0,120.0,142.3722222,H,0,1
1,0,134.4,141.4777778,H,0,1
1,0,271.2333333,282.6777778,M,1,1
1,0,223.6333333,117.8388889,M,1,0
1,0,103.4333333,166.6666667,M,0,1
2,0,73.66666667,222.3888889,H,0,1
3,0,267.6166667,118.8333333,H,1,1
3,0,79.15,66.20555556,H,0,2
1,0,320.9,300.3222222,M,0,0
3,0,223.6333333,226.8722222,M,1,0
2,0,90.73333333,104.3888889,H,0,0
2,0,122.75,274.1277778,H,0,2
1,0,79.13333333,93.72222222,H,1,1
1,0,74.95,274.7222222,H,1,0
1,0,214.7,274.4722222,M,1,0
4,0,235.4833333,277.3,M,1,0
1,0,244.85,278.4111111,M,1,0
0,0,212.8666667,135.45,M,1,2
2,0,229.6333333,100.0777778,M,0,1
3,0,18.71666667,36.32777778,H,1,0
3,0,268.5666667,118.8333333,H,0,2
0,0,319.6333333,307.4888889,M,0,0
0,0,211.6666667,235.0722222,M,0,0
0,0,104.7166667,100.5888889,H,1,0
1,0,223.6333333,254.4388889,M,1,0
1,0,251.35,278.3277778,M,1,1
0,0,211.6666667,235.0722222,M,0,0
3,0,223.6333333,226.8722222,M,1,0
1,0,111.8,261.8444444,H,0,2
2,0,54.36666667,73.87777778,H,1,0
1,0,245.05,253.0055556,M,1,0
0,0,246.8166667,93.61722222,M,0,2
0,0,272.0166667,278.4277778,M,1,1
2,0,74.78333333,105.7333333,H,1,0
2,0,209.75,231.4111111,M,1,2
1,0,235.7833333,148.5777778,M,1,0
0,0,271.3833333,286.3888889,M,1,0
2,0,270.0333333,261.8444444,M,1,1
1,0,127.9833333,286.3722222,H,0,2
0,0,51.88333333,67.44444444,H,1,1
12,0,102.8833333,103.5833333,H,1,1
0,0,391.8166667,266.8555556,M,0,0
1,0,79.13333333,93.82222222,H,0,1
3,0,267.6166667,118.8333333,H,1,1
1,0,78.73333333,89.41666667,H,1,2
3,0,267.6166667,118.8333333,H,1,1
2,0,122.75,105.6277778,H,0,2
1,0,53.68333333,76.42222222,H,0,1
4,0,222.3,284.9555556,M,0,1
2,0,90.73333333,104.3888889,H,0,0
5,0,67.26666667,62.23,H,1,0
1,0,74.25,239.6666667,H,1,2
1,0,53.06666667,83.70555556,H,0,2
2,0,220.2166667,273.6611111,M,1,1
0,0,251.3666667,278.3277778,M,0,0
1,0,319.5,384.5944444,L,0,2
1,0,54.35,65.03333333,H,1,2
2,0,248.2,266.8555556,M,0,0
1,0,99.26666667,279.4666667,H,1,0
4,0,223.75,277.8222222,M,0,2
1,0,223.6333333,101.1388889,M,1,0
1,0,78.4,63.34444444,H,1,2
5,0,207.8333333,251.4833333,M,1,2
1,0,61.15,86.24444444,H,1,2
1,0,223.6333333,240.1111111,M,1,0
2,0,272.0666667,129.8777778,M,0,1
2,0,223.85,241.4111111,M,0,1
2,0,74.78333333,129.8333333,H,1,0
1,0,214.7,274.4722222,M,1,0
0,0,85.55,100.3166667,H,0,2
1,0,78.4,93.34444444,H,1,0
3,0,127.7166667,236.3722222,H,1,2
3,0,233.95,378.6055556,M,1,0
2,0,84.85,101.1,H,0,1
3,0,127.7166667,278.7722222,H,1,2
1,0,54.05,93.61333333,H,1,2
3,0,116.0833333,129.8166667,H,1,0
5,0,84.11666667,222.3888889,H,1,1
2,0,118.8833333,83.55,H,1,1
0,0,268.0166667,151.1166667,M,0,1
4,0,221.35,235.9555556,M,1,1
1,0,272.7833333,175.7833333,H,0,1
0,0,272.0166667,278.3277778,M,0,1
2,0,74.78333333,89.93333333,H,1,1
3,0,223.6333333,226.8722222,M,1,0
2,0,216.8,239.9555556,M,1,1
5,0,228.65,105.6666667,M,0,1
1,0,111.8,261.8444444,H,0,2
2,0,96.68333333,116.3944444,H,1,1
0,0,254.9833333,359.9277778,L,0,1
6,0,271.2166667,286.1888889,M,1,2
0,0,251.35,278.3277778,M,1,0
0,0,319.6333333,307.4888889,M,0,0
8,0,230.25,140.9444444,M,0,0
0,0,246.8166667,261.4722222,M,0,2
0,0,104.45,142.3333333,H,0,1
1,0,53.68333333,93.82222222,H,0,1
0,0,246.8166667,93.61722222,M,0,2
2,0,235.9166667,251.65,M,0,0
3,0,263.6333333,288.0333333,M,1,0
1,0,53.68333333,93.82222222,H,0,1
1,0,211.9,278.7722222,M,1,1
1,0,259.35,262.6222222,M,1,0
3,0,260.65,274.1944444,M,1,0
0,0,251.3666667,278.3277778,M,0,0
4,0,101.45,285.3,H,1,2
10,0,61.15,68.64444444,H,1,1
9,0,102.6,261.8444444,H,0,1
4,0,101.45,106.3,H,1,2
9,0,88.6,87.55,H,1,2
0,0,210.1333333,274.4944444,M,0,2
0,0,251.3666667,278.3277778,M,0,0
6,0,220.2166667,125.4388889,M,0,1
0,0,168.5666667,308.4777778,M,0,2
2,0,111.8,261.8444444,H,0,2
3,0,220.2166667,194.4888889,M,0,1
1,0,214.7,274.4722222,M,1,0
2,0,116.4666667,250.2666667,H,1,2
2,0,90.73333333,231.3388889,H,0,0
0,0,112.8666667,235.45,M,1,2
3,0,212.1333333,261.8444444,M,1,2
1,0,111.2833333,239.9777778,H,1,1
0,0,266.4666667,110.1555556,M,1,2
0,0,251.3666667,278.3277778,M,0,0
0,0,257.55,242.7111111,M,1,1
1,0,111.8666667,261.8444444,H,0,1
2,0,96.68333333,116.3944444,H,1,1
1,0,111.2833333,239.9777778,H,1,1
0,0,251.3666667,278.3277778,M,0,0
3,0,233.95,103.3666667,M,1,0
1,0,122.6,134.4944444,H,0,2
1,0,78.81666667,90.06666667,H,0,0
1,0,235.7833333,148.5777778,M,1,0
3,1,632.0,233.4555556,L,1,2
0,0,213.8666667,243.4555556,M,0,0
2,0,263.65,274.4944444,M,0,1
2,0,90.73333333,104.3888889,H,0,0
4,0,260.65,274.1944444,M,0,1
3,0,79.05,95.72222222,H,1,1
3,0,111.6166667,125.5388889,H,1,2
3,0,270.3833333,87.35277778,H,0,1
0,0,246.45,258.7111111,M,1,0
1,0,120.0,134.4111111,H,0,1
2,0,247.9833333,261.5222222,M,0,1
6,0,235.4166667,241.4722222,M,1,0
1,0,257.55,242.7111111,M,1,1
2,0,80.55,232.8888889,H,0,2
1,0,244.85,278.4111111,M,1,0
2,0,72.78333333,86.52777778,H,0,0
1,0,111.8666667,261.8444444,H,0,1
2,0,260.9166667,274.1944444,M,0,2
3,0,270.85,106.3055556,M,0,1
2,0,223.2333333,241.8222222,M,0,1
1,0,264.8666667,240.1111111,M,1,1
0,0,55.63333333,251.3333333,H,1,2
4,0,211.0833333,278.4111111,M,0,1
3,0,260.7666667,90.08888889,M,1,2
2,0,38.78333333,103.3,H,0,1
0,0,245.6,134.3944444,M,0,0
1,0,222.7333333,241.8388889,H,0,2
3,0,151.5166667,166.6666667,H,1,0
0,0,210.1333333,274.4944444,M,0,2
3,0,223.9333333,243.6444444,M,1,1
0,0,71.08333333,79.32777778,H,1,1
2,0,223.1166667,241.3888889,M,0,0
2,0,218.65,240.1388889,M,0,2
1,0,221.4333333,83.5,M,1,1
1,0,114.0166667,240.1277778,H,1,1
2,0,212.7333333,134.4833333,H,1,2
1,0,234.0333333,263.3277778,M,1,1
1,0,257.5833333,272.5555556,M,0,1
4,0,51.13333333,66.5,H,0,0
3,0,270.85,106.3055556,M,0,1
0,0,128.1833333,238.8111111,H,1,2
3,0,224.75,116.4944444,M,0,1
0,0,40.51666667,90.09444444,H,0,0
0,0,245.6,253.7944444,M,0,0
1,0,211.9,278.8722222,M,0,1
2,0,87.98333333,251.8,H,0,1
4,0,86.46666667,101.6,H,0,2
2,0,83.06666667,87.75,H,1,2
3,0,270.85,106.3055556,M,0,1
2,0,124.6333333,100.3,M,1,1
2,0,90.73333333,286.2888889,H,0,0
5,0,123.6666667,251.3666667,H,1,1
0,0,251.3666667,231.7277778,M,0,0
0,0,70.05,278.3277778,H,0,2
2,0,94.81666667,141.8555556,H,0,1
3,0,151.5166667,166.6666667,H,0,2
3,0,270.85,106.3055556,M,0,1
1,0,55.63333333,70.53333333,H,1,2
0,0,263.3666667,277.1722222,M,0,0
1,0,222.7333333,151.7388889,H,0,2
0,0,71.08333333,79.32777778,H,1,1
0,0,251.3666667,278.3277778,M,0,0
0,0,251.3666667,278.3277778,M,0,0
0,0,123.5,274.4944444,H,1,1
2,0,208.4,224.7722222,M,1,0
1,0,128.8666667,96.13333333,H,0,2
2,0,125.4166667,128.7833333,H,0,0
0,0,70.05,278.3277778,H,0,2
1,0,235.7833333,148.5777778,M,1,0
0,0,52.9,80.32777778,H,0,2
2,0,124.4333333,136.9722222,H,0,2
2,0,223.85,317.4833333,M,0,1
2,0,264.9,288.0111111,M,1,1
2,0,122.75,274.1277778,H,0,2
1,0,234.0333333,241.8222222,M,1,0
0,0,55.63333333,70.53333333,H,1,0
1,0,244.85,231.3111111,M,1,0
1,0,214.7,274.4722222,M,1,0
3,0,64.56666667,93.38888889,H,1,1
2,0,124.25,261.7222222,H,1,0
0,0,210.1333333,274.4944444,M,0,2
2,0,96.68333333,116.3944444,H,1,1
4,0,221.35,235.9555556,M,1,1
0,0,251.3666667,278.3277778,M,0,0
0,0,235.4833333,249.4555556,M,1,2
2,0,246.55,261.4722222,M,0,2
1,0,348.7166667,301.8222222,M,0,1
6,0,211.6666667,235.8722222,M,1,0
1,0,223.6333333,254.4388889,M,1,0
1,0,128.8666667,94.43333333,H,0,2
8,0,230.25,140.9444444,M,0,0
1,0,223.6333333,334.0111111,M,1,0
2,0,213.55,132.9,M,0,2
6,0,91.28333333,282.8944444,H,1,0
3,0,41.48333333,66.20555556,H,0,0
1,0,88.2,99.52777778,H,1,1
2,0,271.0,236.6722222,M,1,0
0,0,251.3666667,260.2277778,M,0,0
0,0,211.6666667,235.8722222,M,1,0
2,0,213.3,234.5277778,M,1,0
2,0,113.7,126.2055556,H,0,1
6,0,235.4166667,136.7722222,M,1,0
1,0,207.5,286.4833333,M,1,0
2,0,213.3,88.95277778,M,1,2
1,0,85.58333333,100.5611111,H,1,1
1,0,210.3,108.1555556,M,1,1
3,0,124.4333333,359.9722222,H,0,0
2,0,56.73333333,240.4444444,H,0,0
2,0,90.73333333,104.3888889,H,0,0
1,0,78.4,67.34444444,H,1,2
1,0,71.65,85.05555556,H,1,2
2,0,209.7833333,124.8111111,M,1,1
3,0,270.85,106.3055556,M,0,1
3,0,270.3833333,87.35277778,H,0,1
2,0,248.2,131.0055556,M,0,0
2,0,218.65,208.8388889,M,0,2
3,0,60.08333333,80.25555556,H,1,0
2,0,44.46666667,81.10555556,H,0,1
3,0,270.85,106.3055556,M,0,1
0,0,123.0166667,106.3,M,0,0
5,0,272.7,291.9722222,M,1,1
2,0,111.8,261.8444444,H,0,2
0,0,55.63333333,70.53333333,H,1,1
2,0,83.06666667,285.9,H,1,2
2,0,44.46666667,66.20555556,H,0,1
1,0,102.3333333,103.5833333,H,1,1
2,0,213.55,240.1388889,M,0,2
0,0,246.8166667,236.0444444,M,0,2
1,0,102.3333333,131.0,H,1,0
2,0,223.2333333,151.8222222,M,0,0
3,0,223.6333333,226.8722222,M,1,0
7,0,391.8166667,266.8555556,M,0,0
2,0,259.15,66.47,M,1,1
0,0,114.85,136.9,H,0,0
7,0,260.75,274.4611111,M,0,0
0,0,127.3833333,161.5777778,H,1,2
2,0,121.1,133.4444444,H,0,1
2,0,258.5166667,266.8555556,M,0,1
1,0,245.9666667,231.3277778,M,1,2
6,0,235.4166667,245.7722222,M,1,0
1,0,235.7833333,216.5777778,M,1,0
1,0,126.4666667,38.65,H,1,0
2,0,273.1166667,288.0333333,M,0,1
0,0,55.63333333,94.41333333,H,1,2
2,0,213.55,235.8888889,M,0,1
5,0,215.1,232.8888889,M,1,0
1,1,71.08333333,80.32777778,H,0,2
1,0,114.0166667,240.1277778,H,1,1
4,0,268.85,279.4666667,H,1,2
2,0,213.55,242.7888889,M,0,2
4,0,270.0666667,132.9555556,M,0,0
4,0,117.3,147.1555556,H,0,1
2,0,263.65,274.4722222,M,0,2
1,0,53.06666667,83.70555556,H,0,2
3,0,98.96666667,111.2555556,H,0,0
0,0,233.65,278.0555556,M,1,0
2,0,111.8,261.8444444,H,0,2
2,0,223.6333333,226.8722222,M,1,1
2,0,85.88333333,84.34444444,H,0,0
2,0,213.55,235.8888889,M,0,1
2,0,209.1833333,106.6055556,M,1,2
5,0,148.3166667,147.1555556,M,0,1
4,0,253.4333333,268.8666667,M,1,0
1,0,54.05,238.3333333,H,1,2
2,0,91.1,103.6666667,H,1,2
3,0,267.6166667,168.0333333,H,1,2
0,0,268.0166667,108.9166667,M,0,1
3,0,251.3833333,104.3888889,H,0,0
2,0,124.6333333,131.0,H,0,1
0,0,52.9,80.32777778,H,0,2
4,0,235.4833333,108.1555556,M,1,0
1,0,84.85,101.1,H,0,2
1,0,207.5,224.6111111,M,1,2
0,0,65.91666667,253.7277778,H,1,2
1,0,111.8,261.8444444,H,0,2
0,0,211.6666667,235.0722222,M,0,0
1,0,235.8833333,250.1277778,M,1,1
5,0,120.75,242.7111111,H,0,1
2,0,96.68333333,116.3944444,H,1,1
1,0,210.3,275.1555556,M,1,1
2,0,57.03333333,71.20555556,H,0,1
0,0,103.4,240.1555556,H,1,1
0,0,246.8166667,93.61722222,M,0,2
2,0,85.88333333,85.34444444,H,0,0
1,0,222.7333333,151.7388889,H,0,2
3,0,233.95,251.3666667,M,0,0
1,0,100.0666667,249.4888889,H,0,2
2,0,219.6833333,241.8333333,M,0,2
2,0,272.7833333,175.7833333,H,1,1
8,0,225.0333333,244.5555556,M,0,0
1,0,123.0833333,83.55,H,0,0
0,0,251.3666667,278.3277778,M,0,0
1,0,223.7833333,109.5388889,M,1,2
1,0,80.75,93.61333333,H,1,0
0,0,75.38333333,131.0,H,1,0
2,0,85.88333333,85.64444444,H,0,1
0,0,211.6666667,235.0722222,M,0,0
8,0,79.76666667,111.23,H,1,0
2,0,219.6833333,151.7833333,M,0,0
1,0,104.0166667,241.4611111,H,0,1
2,0,57.31666667,240.2777778,H,0,1
1,0,109.2666667,113.8111111,H,1,2
3,0,223.6333333,226.8722222,M,1,0
2,0,90.73333333,104.3888889,H,0,0
2,0,124.25,100.7222222,H,0,1
3,0,223.6333333,226.8722222,M,1,0
1,0,128.8666667,129.8333333,H,0,2
1,0,84.85,101.1,H,0,2
1,0,257.5833333,272.5055556,M,1,1
2,0,91.85,107.2166667,H,1,0
4,0,147.05,146.1388889,H,0,1
0,0,251.3666667,231.7277778,M,0,0
10,0,85.58333333,100.5611111,H,1,1
0,0,51.88333333,67.44444444,H,1,1
4,0,211.0833333,278.4111111,M,0,1
1,0,79.55,93.61722222,H,0,0
2,0,258.95,105.1055556,M,1,2
0,0,246.8166667,236.1722222,M,0,2
0,0,245.6,197.6944444,M,0,0
3,0,127.7166667,236.3722222,H,1,2
1,0,273.1166667,288.0333333,M,0,1
2,0,90.73333333,104.3888889,H,0,0
1,0,214.7,274.4722222,M,1,0
1,0,85.55,261.3166667,H,0,2
4,0,270.0666667,245.9555556,M,0,0
2,0,237.6166667,247.3944444,M,0,2
0,0,70.05,69.32777778,H,0,2
1,0,104.0166667,241.4611111,H,0,1
2,0,68.55,81.33333333,H,1,1
1,0,235.7833333,148.5777778,M,1,0
3,0,267.6166667,118.8333333,H,1,1
1,0,229.5333333,248.1111111,M,1,0
3,0,79.15,66.20555556,H,0,2
9,0,102.6,116.2944444,H,1,1
1,0,109.2666667,151.8111111,H,1,2
2,0,124.8,279.45,H,0,0
3,0,41.48333333,66.20555556,H,0,0
0,0,257.55,242.7111111,M,1,0
1,0,211.9,236.8722222,M,0,1
1,0,79.13333333,93.72222222,H,1,1
7,0,243.5333333,93.61333333,M,0,2
4,0,65.93333333,106.3,H,0,0
1,0,122.8,103.5833333,H,0,2
0,0,246.8166667,236.1722222,M,0,2
10,0,61.15,68.94444444,H,1,1
2,0,253.4333333,261.8444444,M,0,0
1,0,84.85,101.1,H,0,2
3,0,223.6333333,251.3722222,M,1,0
5,0,215.1,232.8888889,M,1,0
0,0,68.76666667,128.6666667,H,1,2
2,0,238.8,344.5,M,0,1
4,0,65.93333333,251.3,H,0,0
2,0,259.15,90.04944444,M,0,1
2,0,251.3666667,260.7277778,M,1,1
3,0,117.8833333,71.35,H,1,0
1,0,80.21666667,113.8333333,H,1,0
0,0,246.8166667,236.1722222,M,0,2
0,0,127.3833333,253.0777778,H,1,2
1,0,53.06666667,83.70555556,H,0,2
2,0,74.78333333,105.7333333,H,1,0
0,0,113.0833333,236.8,H,0,0
2,0,56.73333333,69.64444444,H,1,0
1,0,89.38333333,96.03333333,H,1,2
2,0,208.4,251.3722222,M,1,0
3,0,223.6333333,251.3722222,M,1,0
